Symbol,ROE,DebtToEquity,EPS,BookValuePerShare,CurrentRatio,NetProfitMargin,Segment,DilutedEPS,RevenueCr,NetProfitCr,OperatingMargin,ROA,TotalDebtCr,EquityCr,TotalAssetsCr,CashCr,SharesOutstandingCr,EffectiveTaxRate
BORORENEW,8.44,0.1074,9.48,107.69,4.76,8.19,Manufacturer of flat glass,9.46,1555.84,127.4,,6.98,162.14,1509.63,1824.89,61.21,14.0189,
BOROSCI,7.83,0.0182,3.89,49.64,3.62,7.4,,3.89,467.34,34.58,,6.3,8.06,441.49,549.08,13.18,8.8947,
BOSCH-HCIL,-0.57,0.1199,-1.1,184.08,1.08,-0.11,,-1.1,2698.69,-2.86,,-0.15,60.02,500.51,1915.45,55.73,2.719,
BOSCHLTD,18.68,0.0,940.27,5032.27,1.96,13.84,,940.27,20034.7,2773.2,,12.79,,14845.2,21679.7,396.4,2.95,
BPCL,25.8,0.0043,60.49,234.45,0.79,4.94,,60.49,522820.41,25843.45,,10.39,43481.91,100170.26,248616.03,319.99,427.258,
BPL,-2.28,0.0028,-1.73,76.64,0.72,-10.94,,-1.73,78.12,-8.55,,-1.2,105.57,375.36,713.66,1.08,4.8977,
BRIGADE,9.63,0.812,26.36,307.62,1.24,12.72,,26.33,5697.22,724.76,,2.76,6109.63,7524.02,26253.46,1486.29,24.459,
BRIGHOTEL,8.04,0.1372,2.36,26.96,2.45,18.12,Hospitality,2.36,454.36,82.32,,5.81,140.47,1024.18,1417.09,18.92,37.984,
BRITANNIA,55.19,0.29,106.35,192.66,1.06,13.89,Food,106.35,18445.82,2561.72,,28.65,1346.16,4641.23,8940.44,20.79,24.09,
BRNL,-11.13,0.8127,-7.08,63.66,1.58,-38.53,Single  Segment operation,-7.08,154.3,-59.46,,-4.14,434.31,534.39,1435.51,125.98,8.395,
BROOKS,20.04,0.0593,8.35,41.64,1.72,28.67,,8.35,85.74,24.58,,16.59,7.28,122.66,148.17,6.59,2.9457,
BSE,40.48,0.0,56.66,141.37,2.41,52.22,Stock Exchange Services,56.66,4469.51,2334.16,,31.03,,5766.53,7522.07,91.59,40.79,
BSHSL,20.4,0.8264,2.54,12.49,2.02,7.77,The Company is in the business of production and processing of agriculture hybrid seeds and therefor the company's business falls within a single business segment of agriculture.,2.54,344.08,26.73,,10.53,108.27,131.01,253.9,0.21,10.4937,
BSL,1.98,3.6635,2.31,116.51,1.06,0.36,TEXTILES,2.31,657.04,2.38,,0.37,439.29,119.91,640.12,0.09,1.0292,
BSOFT,12.6,0.002,18.54,147.16,4.29,9.76,,18.5,5309.96,518.36,,9.84,8.33,4113.07,5266.25,426.03,27.9505,
BTML,9.1,0.4052,0.44,4.81,1.55,6.89,Company operates in one segment namely Production of Content for television and Internet,0.44,115.5,7.96,,4.7,35.43,87.43,169.19,,18.1698,
BUILDPRO,23.44,0.1114,52.77,225.1,1.46,1.87,Single segment,52.77,6825.71,127.96,,7.97,60.81,545.87,1605.2,62.83,2.425,
BURNPUR,13.81,-0.9814,-45.99,-333.02,0.0,,Manufacturing of Cement,-45.99,0.0,-79.23,,-3810.04,562.97,-573.62,2.08,0.78,1.7225,
BUTTERFLY,12.26,0.0,25.53,208.2,2.1,4.84,Domestic Appliances,25.53,943.15,45.64,,8.16,,372.26,559.22,13.01,1.788,
BVCL,0.23,0.2344,0.13,56.56,1.16,0.14,CEMENT MANUFACTURING,0.13,212.17,0.29,,0.14,29.38,125.33,209.95,0.26,2.216,
BYKE,2.9,0.0669,1.28,44.28,2.52,6.28,Hospitality Segment,1.28,106.69,6.7,,1.95,15.48,231.47,344.06,3.97,5.2279,
CALSOFT,25.75,0.039,1.72,66.76,,54.06,IT AND SOFTWARE DEVELOPMENT,1.72,19.66,10.63,,21.43,1.61,41.27,49.58,6.0,0.6183,
CAMLINFINE,2.35,0.6675,1.46,52.1,1.27,1.37,Speciality Chemicals,1.42,1723.31,23.54,,1.01,668.08,1000.81,2323.9,108.56,19.2092,
CAMPUS,16.56,0.0004,4.91,29.65,2.37,8.46,Footwear and related Products,4.91,1774.12,150.09,,10.23,36.28,906.25,1467.19,3.96,30.56,
CAMS,35.74,0.0004,19.23,53.26,3.43,31.13,Data Processing and Other Services,19.13,1516.25,472.02,,26.07,0.48,1320.87,1810.38,12.11,24.7984,
CANBK,,,,,,,,,,,,,,,1887325.11,,907.065,
CANDC,1.37,-0.8941,-11.32,-825.55,0.12,-143.3,Construction,-11.32,20.1,-28.8,,-8.25,1878.13,-2100.6,348.97,2.19,2.5445,
CANFINHOME,18.16,0.064,81.54,449.1,,25.75,Housing Finance,81.54,4216.27,1085.75,,2.45,,5980.4,44381.06,1.36,13.3165,
